age,education,job,marital,salary,balance,loan,response
54.0,primary,blue-collar,married,20000,1173,no,no
31.0,tertiary,technician,single,60000,208,no,yes
31.0,tertiary,management,divorced,100000,297,no,no
46.0,tertiary,management,single,100000,2278,no,no
34.0,tertiary,management,single,100000,3679,no,no
34.0,tertiary,management,married,100000,520,no,yes
47.0,secondary,services,married,70000,27,no,no
39.0,tertiary,management,married,100000,271,no,yes
54.0,tertiary,management,married,100000,153,no,no
31.0,tertiary,management,single,100000,1289,no,no
42.0,tertiary,technician,married,60000,250,yes,no
31.0,tertiary,technician,single,60000,36,no,no
33.0,tertiary,management,single,100000,87,no,yes
30.0,tertiary,management,single,100000,9634,no,no
47.0,tertiary,technician,married,60000,545,no,no
54.0,secondary,admin.,married,50000,4943,no,no
54.0,primary,blue-collar,married,20000,1659,no,no
40.0,secondary,management,married,100000,4396,no,yes
31.0,tertiary,management,single,100000,391,no,no
47.0,secondary,technician,married,60000,568,no,yes
32.0,secondary,technician,married,60000,11431,no,no
32.0,tertiary,management,married,100000,2414,no,no
59.0,secondary,retired,married,55000,278,no,no
58.0,unknown,admin.,married,50000,528,no,no
33.0,tertiary,management,married,100000,519,no,no
47.0,primary,blue-collar,married,20000,570,no,no
48.0,primary,blue-collar,married,20000,3020,no,no
50.0,tertiary,management,married,100000,1240,no,no
45.0,secondary,management,married,100000,424,yes,no
60.0,secondary,retired,married,55000,781,yes,no
32.0,tertiary,management,single,100000,1310,no,no
42.0,tertiary,technician,single,60000,166,no,no
49.0,secondary,technician,divorced,60000,-96,yes,no
30.0,tertiary,management,single,100000,317,no,no
32.0,tertiary,technician,single,60000,1732,no,no
30.0,tertiary,management,single,100000,349,no,no
47.0,tertiary,management,divorced,100000,800,no,no
48.0,secondary,services,married,70000,1355,no,no
51.0,secondary,admin.,married,50000,771,yes,no
54.0,secondary,technician,married,60000,479,no,no
37.0,secondary,technician,single,60000,3665,no,yes
54.0,tertiary,management,divorced,100000,1037,no,no
52.0,secondary,admin.,married,50000,692,no,no
44.0,secondary,technician,single,60000,244,no,yes
36.0,tertiary,management,married,100000,0,no,no
49.0,secondary,blue-collar,married,20000,3779,no,no
48.0,primary,unemployed,married,8000,9622,no,no
59.0,tertiary,admin.,married,50000,349,no,no
33.0,tertiary,management,married,100000,621,no,no
33.0,tertiary,management,married,100000,1674,no,no
36.0,secondary,technician,married,60000,295,no,no
48.0,secondary,services,married,70000,260,no,no
44.0,secondary,technician,married,60000,267,yes,no
55.0,tertiary,management,married,100000,568,no,yes
50.0,primary,blue-collar,married,20000,106,no,no
30.0,tertiary,management,single,100000,4210,no,yes
58.0,secondary,retired,married,55000,2609,no,no
32.0,tertiary,management,single,100000,3199,no,no
56.0,unknown,admin.,married,50000,1167,no,no
44.0,secondary,management,married,100000,781,no,no
32.0,secondary,technician,married,60000,3095,no,no
33.0,tertiary,management,divorced,100000,2695,no,no
31.0,tertiary,management,single,100000,745,no,no
51.0,secondary,unemployed,married,8000,2254,no,no
43.0,secondary,services,married,70000,378,yes,no
41.0,tertiary,management,single,100000,416,no,no
34.0,tertiary,management,single,100000,966,no,no
50.0,unknown,blue-collar,married,20000,2065,no,no
57.0,primary,blue-collar,married,20000,0,no,no
33.0,secondary,management,married,100000,-285,no,no
49.0,secondary,technician,married,60000,12531,no,no
50.0,secondary,technician,married,60000,1824,no,no
41.0,primary,self-employed,married,60000,204,no,no
60.0,unknown,retired,married,55000,878,no,no
34.0,tertiary,management,married,100000,1293,no,no
45.0,tertiary,entrepreneur,married,120000,2476,no,no
55.0,primary,housemaid,married,16000,0,no,no
33.0,secondary,technician,married,60000,0,no,no
45.0,primary,housemaid,married,16000,7353,no,no
55.0,primary,housemaid,married,16000,1642,no,no
52.0,primary,housemaid,married,16000,200,no,no
52.0,secondary,technician,married,60000,1076,no,no
33.0,secondary,technician,single,60000,6325,no,no
45.0,tertiary,management,divorced,100000,2096,no,no
52.0,primary,blue-collar,married,20000,2488,no,no
46.0,secondary,management,married,100000,3570,no,no
37.0,tertiary,self-employed,married,60000,137,no,no
46.0,tertiary,management,married,100000,3984,no,no
52.0,secondary,technician,married,60000,-384,no,no
57.0,primary,housemaid,married,16000,0,no,no
38.0,secondary,technician,single,60000,4723,no,no
32.0,primary,housemaid,married,16000,163,no,no
51.0,primary,blue-collar,married,20000,1694,no,no
31.0,secondary,technician,single,60000,391,no,no
46.0,secondary,services,married,70000,111,no,no
31.0,tertiary,management,married,100000,4720,no,no
32.0,secondary,technician,married,60000,-413,no,no
35.0,tertiary,management,married,100000,46,no,no
52.0,primary,blue-collar,married,20000,36,no,no
40.0,secondary,technician,married,60000,42,no,yes
45.0,secondary,admin.,married,50000,-571,no,no
60.0,unknown,blue-collar,married,20000,3563,no,no
54.0,primary,housemaid,married,16000,284,no,no
59.0,primary,housemaid,married,16000,235,no,no
57.0,tertiary,management,divorced,100000,160,no,no
54.0,primary,retired,married,55000,309,no,yes
52.0,secondary,management,married,100000,-892,no,no
51.0,secondary,admin.,married,50000,21,yes,no
35.0,secondary,technician,married,60000,-180,yes,yes
51.0,secondary,admin.,married,50000,79,no,no
31.0,tertiary,entrepreneur,single,120000,-405,yes,yes
32.0,tertiary,technician,single,60000,34646,no,yes
41.0,primary,housemaid,married,16000,216,no,no
32.0,tertiary,management,single,100000,297,no,no
51.0,secondary,admin.,divorced,50000,14215,no,no
49.0,secondary,technician,married,60000,3392,no,no
33.0,secondary,technician,married,60000,390,no,no
39.0,tertiary,management,married,100000,28433,no,no
45.0,tertiary,management,divorced,100000,6542,no,no
36.0,tertiary,management,divorced,100000,59,no,yes
58.0,primary,retired,married,55000,4158,no,yes
49.0,primary,housemaid,married,16000,640,no,no
38.0,tertiary,technician,married,60000,334,no,no
38.0,tertiary,technician,married,60000,128,no,no
57.0,unknown,blue-collar,married,20000,2449,no,no
45.0,tertiary,management,married,100000,324,no,no
51.0,unknown,management,married,100000,712,no,no
50.0,tertiary,management,married,100000,109,no,no
31.0,tertiary,management,single,100000,170,yes,no
45.0,primary,blue-collar,married,20000,6691,no,no
54.0,secondary,technician,married,60000,2225,yes,no
34.0,secondary,technician,single,60000,4367,no,no
56.0,unknown,admin.,married,50000,681,no,no
47.0,secondary,unemployed,married,8000,432,no,no
53.0,secondary,technician,married,60000,230,yes,no
53.0,tertiary,retired,married,55000,7132,no,no
55.0,unknown,blue-collar,married,20000,23,no,no
56.0,secondary,services,married,70000,0,no,no
48.0,secondary,technician,divorced,60000,145,no,no
33.0,tertiary,management,single,100000,2302,no,no
35.0,tertiary,management,married,100000,481,no,no
56.0,unknown,admin.,married,50000,1784,no,no
54.0,secondary,blue-collar,married,20000,3002,no,no
37.0,tertiary,management,married,100000,4436,no,yes
58.0,tertiary,retired,married,55000,1669,no,no
50.0,secondary,technician,married,60000,1838,yes,no
49.0,secondary,technician,married,60000,2765,no,no
58.0,secondary,blue-collar,married,20000,3148,yes,no
60.0,unknown,housemaid,married,16000,2769,no,no
48.0,tertiary,management,married,100000,5887,no,no
33.0,tertiary,management,married,100000,296,no,no
59.0,tertiary,management,married,100000,782,yes,no
32.0,tertiary,management,married,100000,1337,no,no
50.0,secondary,self-employed,married,60000,36,no,no
52.0,tertiary,management,divorced,100000,95,no,no
47.0,primary,blue-collar,married,20000,48,no,no
58.0,secondary,technician,single,60000,382,no,no
50.0,secondary,technician,divorced,60000,0,no,no
34.0,tertiary,technician,single,60000,2658,no,no
40.0,secondary,technician,married,60000,372,no,no
51.0,secondary,technician,married,60000,52,no,no
41.0,secondary,technician,divorced,60000,1545,yes,no
34.0,tertiary,technician,married,60000,8463,no,no
32.0,secondary,technician,single,60000,136,no,no
38.0,tertiary,management,married,100000,3452,no,no
60.0,secondary,admin.,married,50000,1538,no,no
49.0,primary,blue-collar,married,20000,67,yes,no
34.0,tertiary,technician,single,60000,2521,no,no
55.0,secondary,technician,married,60000,303,yes,no
40.0,secondary,technician,divorced,60000,275,no,no
49.0,primary,blue-collar,married,20000,737,no,no
51.0,tertiary,management,divorced,100000,0,no,no
31.0,tertiary,management,single,100000,363,no,no
42.0,tertiary,management,married,100000,0,no,no
51.0,secondary,unknown,married,0,0,no,no
33.0,secondary,technician,married,60000,763,no,no
55.0,primary,retired,married,55000,0,yes,no
42.0,tertiary,technician,married,60000,849,no,no
36.0,secondary,management,single,100000,0,no,no
37.0,secondary,technician,single,60000,-242,no,yes
39.0,tertiary,management,married,100000,-974,yes,no
35.0,tertiary,technician,single,60000,2453,no,no
32.0,secondary,technician,single,60000,493,no,no
51.0,primary,blue-collar,married,20000,97,no,no
43.0,secondary,technician,single,60000,140,no,no
50.0,secondary,self-employed,married,60000,10052,no,yes
50.0,tertiary,management,married,100000,4,no,no
55.0,secondary,services,married,70000,-31,yes,no
58.0,tertiary,retired,married,55000,0,no,yes
48.0,secondary,blue-collar,married,20000,893,no,no
47.0,secondary,admin.,married,50000,769,no,no
39.0,secondary,technician,married,60000,8,yes,no
31.0,secondary,technician,single,60000,4,no,no
51.0,secondary,technician,married,60000,805,no,no
41.0,secondary,technician,married,60000,563,no,no
59.0,primary,retired,married,55000,249,no,no
45.0,secondary,technician,married,60000,144,no,no
52.0,secondary,technician,divorced,60000,152,no,yes
31.0,tertiary,management,married,100000,156,no,yes
32.0,tertiary,management,single,100000,1047,no,no
38.0,secondary,technician,single,60000,227,no,no
48.0,primary,blue-collar,married,20000,890,no,no
39.0,tertiary,technician,married,60000,4373,no,no
53.0,secondary,technician,married,60000,9146,no,no
35.0,secondary,technician,divorced,60000,3549,no,no
36.0,tertiary,management,single,100000,0,no,no
36.0,secondary,technician,single,60000,9149,no,no
40.0,tertiary,management,married,100000,66,no,yes
30.0,tertiary,technician,single,60000,0,no,no
60.0,primary,blue-collar,married,20000,0,yes,no
40.0,secondary,technician,married,60000,95,no,no
33.0,tertiary,management,married,100000,728,no,no
51.0,secondary,technician,married,60000,317,no,no
36.0,secondary,technician,divorced,60000,1941,yes,no
45.0,tertiary,technician,divorced,60000,206,no,no
47.0,secondary,admin.,married,50000,328,no,no
34.0,tertiary,management,single,100000,9827,no,yes
57.0,primary,blue-collar,married,20000,696,no,no
58.0,secondary,services,married,70000,627,no,no
36.0,tertiary,management,married,100000,274,no,no
40.0,tertiary,management,divorced,100000,862,no,no
45.0,secondary,technician,single,60000,113,yes,no
52.0,secondary,unemployed,married,8000,9139,no,no
53.0,secondary,services,married,70000,6170,no,yes
43.0,tertiary,management,married,100000,2383,no,yes
47.0,primary,blue-collar,married,20000,2642,no,no
59.0,secondary,blue-collar,married,20000,10054,no,no
59.0,secondary,retired,married,55000,25947,no,no
33.0,tertiary,management,divorced,100000,0,no,no
55.0,secondary,technician,married,60000,199,no,no
30.0,tertiary,technician,single,60000,635,no,yes
34.0,secondary,technician,married,60000,0,yes,no
41.0,tertiary,management,divorced,100000,4329,no,no
35.0,tertiary,management,divorced,100000,434,no,yes
34.0,secondary,technician,married,60000,-346,no,no
52.0,tertiary,management,single,100000,556,no,no
35.0,tertiary,technician,single,60000,303,no,no
41.0,secondary,technician,divorced,60000,258,no,no
31.0,tertiary,management,single,100000,6413,no,no
40.0,tertiary,management,married,100000,143,no,no
44.0,tertiary,management,divorced,100000,0,no,no
31.0,secondary,technician,married,60000,-302,no,no
30.0,tertiary,management,single,100000,756,no,no
50.0,tertiary,management,married,100000,400,no,no
32.0,tertiary,management,single,100000,90,no,no
58.0,tertiary,management,single,100000,2297,no,no
56.0,primary,housemaid,married,16000,19,no,no
30.0,secondary,management,married,100000,877,yes,no
48.0,secondary,services,married,70000,400,yes,no
54.0,tertiary,management,married,100000,588,no,no
51.0,primary,blue-collar,married,20000,3754,yes,no
59.0,primary,retired,married,55000,1393,yes,no
34.0,secondary,technician,single,60000,16,no,yes
43.0,tertiary,management,divorced,100000,666,no,no
39.0,primary,blue-collar,married,20000,52,no,no
47.0,primary,housemaid,married,16000,183,no,no
48.0,secondary,admin.,divorced,50000,362,no,yes
32.0,secondary,technician,married,60000,199,yes,no
58.0,tertiary,management,married,100000,3948,yes,no
36.0,tertiary,management,married,100000,114,no,no
32.0,secondary,technician,married,60000,5122,no,no
30.0,tertiary,entrepreneur,married,120000,366,no,no
53.0,secondary,technician,divorced,60000,1950,no,no
47.0,secondary,blue-collar,married,20000,1303,no,no
33.0,tertiary,management,married,100000,191,no,yes
56.0,secondary,technician,divorced,60000,1561,no,no
30.0,tertiary,management,married,100000,388,no,no
30.0,tertiary,management,divorced,100000,46,no,no
35.0,tertiary,technician,single,60000,354,no,no
37.0,tertiary,management,married,100000,887,no,no
30.0,secondary,technician,single,60000,309,no,no
35.0,tertiary,management,married,100000,1036,no,no
33.0,secondary,technician,married,60000,3,no,no
59.0,primary,retired,married,55000,474,no,no
34.0,tertiary,technician,single,60000,2195,no,no
41.0,tertiary,technician,single,60000,5389,no,no
42.0,tertiary,management,married,100000,17,no,no
30.0,tertiary,management,single,100000,717,no,no
59.0,secondary,technician,married,60000,3562,no,no
42.0,tertiary,technician,married,60000,1493,yes,no
47.0,secondary,housemaid,married,16000,582,no,no
43.0,tertiary,technician,married,60000,1201,yes,no
50.0,primary,services,married,70000,12,no,no
48.0,tertiary,management,married,100000,732,no,no
40.0,tertiary,management,divorced,100000,823,no,no
35.0,tertiary,management,married,100000,3481,no,no
47.0,secondary,technician,married,60000,599,no,no
47.0,primary,services,married,70000,1803,yes,no
60.0,secondary,management,married,100000,13238,no,no
44.0,tertiary,management,divorced,100000,3321,no,no
53.0,secondary,technician,married,60000,100,no,no
32.0,tertiary,management,married,100000,1517,no,no
